dog_breed,confidence_rate,is_dog
Web Site,35.29,False
Envelope,6.01,False
Nail,3.13,False
Labrador Retriever,91.93,True
Kuvasz,4.95,True
Golden Retriever,1.19,True
Pomeranian,96.73,True
Samoyed,0.74,True
Papillon,0.6,True
Chihuahua,42.88,True
Miniature Pinscher,10.39,True
Staffordshire Bullterrier,8.9,True
Tibetan Mastiff,50.63,True
Tibetan Terrier,29.57,True
Otterhound,3.63,True
Border Collie,54.89,True
Cardigan,17.85,True
Collie,14.64,True
German Shepherd,81.8,True
Norwegian Elkhound,14.0,True
Malinois,2.48,True
Restaurant,27.98,False
Toyshop,9.14,False
Paper Towel,4.61,False
Dalmatian,99.98,True
Boxer,0.01,True
American Staffordshire Terrier,0.0,True
Golden Retriever,65.08,True
Kuvasz,5.33,True
Cocker Spaniel,3.54,True
Miniature Poodle,62.69,True
Toy Poodle,26.56,True
Soft-Coated Wheaten Terrier,4.16,True
Golden Retriever,49.01,True
Labrador Retriever,29.2,True
Chow,7.25,True
Siberian Husky,69.94,True
Eskimo Dog,25.64,True
Norwegian Elkhound,1.32,True
French Bulldog,70.91,True
Boston Bull,24.76,True
Boxer,1.89,True
Malamute,50.12,True
Siberian Husky,22.88,True
Eskimo Dog,20.04,True
Samoyed,90.6,True
Pomeranian,4.8,True
West Highland White Terrier,3.57,True
Cocker Spaniel,70.19,True
Golden Retriever,12.03,True
Labrador Retriever,3.63,True
Golden Retriever,88.82,True
Labrador Retriever,4.23,True
Saluki,0.97,True
Doormat,95.48,False
Golden Retriever,2.62,True
Cocker Spaniel,0.44,True
Siamese Cat,84.39,False
Pembroke,7.06,True
Cardigan,4.19,True
Beagle,84.87,True
Ibizan Hound,4.46,True
Italian Greyhound,1.86,True
Norwegian Elkhound,43.24,True
Whippet,37.42,True
Siberian Husky,3.25,True
Dingo,28.74,False
Pembroke,14.07,True
Basenji,9.08,True
Great Dane,12.81,True
Boston Bull,11.7,True
Kelpie,8.7,True
Doberman,91.0,True
Kelpie,4.26,True
Miniature Pinscher,2.3,True
Toy Terrier,77.64,True
Pembroke,11.5,True
Basenji,4.89,True
Golden Retriever,91.48,True
Labrador Retriever,8.36,True
Kuvasz,0.05,True
Bull Mastiff,98.93,True
Boxer,0.7,True
French Bulldog,0.17,True
Irish Setter,32.69,True
Golden Retriever,18.26,True
Leonberg,15.69,True
Loupe,54.69,False
Web Site,34.53,False
Bubble,1.05,False
Bath Towel,9.98,False
Pillow,9.23,False
Great Dane,7.82,True
Golden Retriever,78.49,True
Cocker Spaniel,8.78,True
Labrador Retriever,8.33,True
Staffordshire Bullterrier,61.06,True
French Bulldog,15.99,True
Doormat,5.87,False
Pekinese,38.61,True
Labrador Retriever,20.29,True
Golden Retriever,17.05,True
Beagle,39.63,True
Pembroke,4.96,True
Wire-Haired Fox Terrier,4.63,True
Pembroke,80.42,True
Cardigan,18.99,True
Beagle,0.2,True
Golden Retriever,87.13,True
Tibetan Mastiff,3.67,True
Labrador Retriever,2.58,True
Flat-Coated Retriever,82.08,True
Labrador Retriever,8.23,True
Curly-Coated Retriever,6.75,True
Malamute,75.35,True
Siberian Husky,16.62,True
Eskimo Dog,6.98,True
Malamute,62.08,True
Eskimo Dog,15.84,True
Tibetan Mastiff,2.9,True
Staffordshire Bullterrier,29.26,True
American Staffordshire Terrier,26.12,True
Border Terrier,6.24,True
Norwich Terrier,39.72,True
Toy Poodle,27.45,True
Miniature Poodle,13.47,True
Greater Swiss Mountain Dog,37.54,True
Cardigan,13.43,True
English Springer,7.37,True
Pomeranian,81.95,True
Samoyed,14.12,True
Pembroke,1.35,True
Vizsla,91.14,True
Bloodhound,1.71,True
Labrador Retriever,1.18,True
Rottweiler,36.95,True
Miniature Pinscher,19.49,True
Kelpie,16.01,True
Seat Belt,77.91,False
Toy Poodle,3.69,True
Golden Retriever,1.7,True
Airedale,45.42,True
Cocker Spaniel,21.93,True
Irish Terrier,9.32,True
Golden Retriever,42.62,True
Labrador Retriever,25.74,True
Great Pyrenees,12.65,True
Labrador Retriever,73.1,True
Staffordshire Bullterrier,13.07,True
American Staffordshire Terrier,2.89,True
Golden Retriever,87.32,True
Cocker Spaniel,3.37,True
Chow,2.04,True
Chihuahua,50.54,True
Pomeranian,12.04,True
Toy Terrier,7.7,True
Golden Retriever,61.08,True
Irish Setter,21.36,True
Welsh Springer Spaniel,3.19,True
Arabian Camel,36.62,False
House Finch,20.99,False
Cocker Spaniel,4.64,True
Vizsla,93.86,True
Brittany Spaniel,3.67,True
Chesapeake Bay Retriever,0.4,True
Chow,83.51,True
Pomeranian,4.08,True
Eskimo Dog,2.13,True
Norwegian Elkhound,65.8,True
Keeshond,31.91,True
Leonberg,0.79,True
Siberian Husky,24.89,True
American Staffordshire Terrier,9.83,True
Eskimo Dog,8.02,True
Malinois,64.31,True
German Shepherd,18.66,True
Border Terrier,10.93,True
Shield,58.78,False
Barrel,9.02,False
Sundial,6.92,False
Pembroke,24.47,True
Rhodesian Ridgeback,18.05,True
Cardigan,9.47,True
Tibetan Mastiff,91.58,True
German Shepherd,6.25,True
Leonberg,0.83,True
Web Site,49.27,False
Envelope,5.06,False
Guillotine,1.53,False
Miniature Pinscher,81.71,True
Redbone,5.97,True
Irish Terrier,3.42,True
Labrador Retriever,37.28,True
Golden Retriever,34.37,True
Great Pyrenees,6.72,True
Bookcase,89.06,False
Entertainment Center,1.93,False
File,0.95,False
Pembroke,45.71,True
Chow,30.78,True
Golden Retriever,5.0,True
Chow,94.4,True
Golden Retriever,1.72,True
Pomeranian,1.21,True
Golden Retriever,61.02,True
Labrador Retriever,17.33,True
Cocker Spaniel,16.33,True
Home Theater,76.51,False
Television,20.36,False
Entertainment Center,1.86,False
Labrador Retriever,89.72,True
Beagle,1.69,True
Rhodesian Ridgeback,1.21,True
Eskimo Dog,48.25,True
Siberian Husky,33.58,True
Malamute,13.46,True
Staffordshire Bullterrier,32.79,True
American Staffordshire Terrier,27.19,True
Labrador Retriever,24.76,True
Pembroke,55.05,True
Cardigan,30.66,True
Shetland Sheepdog,5.42,True
Minivan,78.94,False
Beach Wagon,8.11,False
Convertible,6.45,False
Cocker Spaniel,74.02,True
Dandie Dinmont,6.16,True
English Setter,4.13,True
Dalmatian,82.34,True
English Setter,9.46,True
Bluetick,2.2,True
Cocker Spaniel,77.2,True
Miniature Poodle,7.67,True
Toy Poodle,3.96,True
Pembroke,82.89,True
Cardigan,16.74,True
Chihuahua,0.08,True
Teddy,31.19,False
Ice Bear,18.47,False
Christmas Stocking,17.32,False
Golden Retriever,35.99,True
Pembroke,19.42,True
Collie,15.46,True
Golden Retriever,93.8,True
Kuvasz,2.51,True
Labrador Retriever,2.3,True
Vacuum,28.95,False
Punching Bag,24.33,False
Barbell,14.36,False
Border Collie,44.25,True
Collie,28.87,True
Shetland Sheepdog,19.64,True
Miniature Pinscher,58.36,True
Redbone,27.61,True
Toy Terrier,1.86,True
Malamute,98.5,True
Siberian Husky,0.58,True
Eskimo Dog,0.54,True
Norfolk Terrier,33.44,True
Norwich Terrier,23.16,True
Australian Terrier,21.42,True
Siberian Husky,70.32,True
Eskimo Dog,22.94,True
Malamute,4.44,True
West Highland White Terrier,53.95,True
Cairn,18.49,True
Norfolk Terrier,16.3,True
Pekinese,52.46,True
Shih-Tzu,10.29,True
Pomeranian,9.79,True
American Staffordshire Terrier,48.98,True
Chihuahua,30.58,True
Staffordshire Bullterrier,7.28,True
Pembroke,95.41,True
Cardigan,3.36,True
Papillon,0.97,True
Collie,76.7,True
Border Collie,10.08,True
Kelpie,4.84,True
Cardigan,83.91,True
Boston Bull,8.07,True
Pembroke,3.45,True
American Staffordshire Terrier,46.4,True
Staffordshire Bullterrier,15.56,True
Weimaraner,13.76,True
Cocker Spaniel,11.69,True
Seat Belt,10.75,False
Australian Terrier,9.98,True
Pekinese,46.12,True
Pomeranian,28.87,True
Siamese Cat,5.24,False
Golden Retriever,60.03,True
Labrador Retriever,14.08,True
Seat Belt,8.74,False
Cardigan,70.02,True
Pembroke,26.07,True
Papillon,1.71,True
Chow,97.38,True
Tibetan Mastiff,1.41,True
Gibbon,0.24,False
Golden Retriever,89.38,True
Labrador Retriever,7.01,True
Doormat,0.84,False
Golden Retriever,19.31,True
Chesapeake Bay Retriever,15.79,True
Soft-Coated Wheaten Terrier,12.47,True
Golden Retriever,92.55,True
Labrador Retriever,5.92,True
Tennis Ball,0.45,False
Gas Pump,67.64,False
Harvester,5.0,False
Swing,4.47,False
Teddy,56.96,False
Bath Towel,17.37,False
Toy Poodle,3.77,True
Samoyed,98.83,True
Malamute,0.49,True
Great Pyrenees,0.29,True
Pedestal,66.27,False
Fountain,29.48,False
Brass,2.04,False
Labrador Retriever,86.17,True
Golden Retriever,4.45,True
Staffordshire Bullterrier,1.65,True
Old English Sheepdog,76.53,True
Bedlington Terrier,11.28,True
Kerry Blue Terrier,4.77,True
Miniature Pinscher,53.9,True
Chihuahua,21.78,True
Toy Terrier,8.91,True
Golden Retriever,32.61,True
Labrador Retriever,21.99,True
Chesapeake Bay Retriever,16.34,True
Afghan Hound,27.46,True
Borzoi,14.22,True
Doormat,10.97,False
Siberian Husky,23.17,True
Eskimo Dog,20.67,True
Pembroke,7.01,True
Basset,20.76,True
Walker Hound,6.06,True
Beagle,4.12,True
Golden Retriever,55.93,True
Labrador Retriever,39.02,True
Cocker Spaniel,3.63,True
Wire-Haired Fox Terrier,45.6,True
Lakeland Terrier,27.34,True
English Springer,8.36,True
Doormat,87.44,False
French Bulldog,1.88,True
Boston Bull,1.51,True
Labrador Retriever,65.48,True
Golden Retriever,7.41,True
Chihuahua,4.23,True
Lakeland Terrier,26.68,True
Irish Terrier,21.88,True
Airedale,13.3,True
Golden Retriever,94.62,True
Labrador Retriever,3.65,True
Doormat,0.24,False
Italian Greyhound,19.39,True
Bluetick,16.04,True
Standard Poodle,12.6,True
Bakery,73.7,False
Saltshaker,5.24,False
Teddy,4.66,False
Labrador Retriever,72.49,True
Golden Retriever,16.97,True
Kuvasz,3.55,True
Web Site,22.67,False
Lighter,8.19,False
Switch,3.9,False
Jack-O'-Lantern,99.93,False
Basketball,0.01,False
Standard Poodle,0.01,True
Yorkshire Terrier,91.28,True
Silky Terrier,6.78,True
Australian Terrier,0.45,True
Cocker Spaniel,74.64,True
Irish Setter,9.16,True
Miniature Poodle,6.11,True
Komondor,94.29,True
Swab,5.27,False
Tibetan Terrier,0.27,True
Golden Retriever,70.51,True
Labrador Retriever,21.97,True
Kuvasz,1.6,True
Pembroke,97.26,True
Cardigan,2.7,True
Basenji,0.02,True
Miniature Pinscher,89.29,True
Toy Terrier,9.55,True
Doberman,0.35,True
Cocker Spaniel,34.92,True
Flat-Coated Retriever,30.95,True
Newfoundland,10.48,True
Dishwasher,70.05,False
Golden Retriever,24.58,True
Chow,3.9,True
Bernese Mountain Dog,99.65,True
Entlebucher,0.11,True
Appenzeller,0.1,True
Refrigerator,99.89,False
Malinois,0.02,True
Kelpie,0.01,True
Pembroke,65.88,True
Cardigan,15.31,True
Toy Terrier,10.23,True
Labrador Retriever,42.77,True
Great Dane,19.05,True
Curly-Coated Retriever,14.64,True
Tub,47.95,False
Bathtub,32.51,False
Golden Retriever,7.85,True
Chow,26.07,True
Cougar,8.81,False
Pomeranian,7.99,True
Chesapeake Bay Retriever,87.88,True
Beagle,1.86,True
Labrador Retriever,1.75,True
Schipperke,36.33,True
Kelpie,19.7,True
Norwegian Elkhound,15.1,True
Malamute,81.29,True
Siberian Husky,12.09,True
Eskimo Dog,2.43,True
Chihuahua,74.61,True
Pekinese,7.04,True
Pembroke,4.92,True
Remote Control,88.15,False
Oscilloscope,3.55,False
Golden Retriever,3.41,True
Cocker Spaniel,50.05,True
Golden Retriever,27.27,True
Jigsaw Puzzle,4.15,False
Golden Retriever,80.52,True
Labrador Retriever,11.38,True
Brittany Spaniel,3.86,True
Samoyed,73.55,True
Pomeranian,7.51,True
Arctic Fox,3.61,False
Chow,81.41,True
Pomeranian,11.27,True
Chihuahua,1.59,True
Beach Wagon,36.29,False
Minivan,30.48,False
Limousine,10.17,False
Pug,36.28,True
French Bulldog,22.19,True
English Setter,8.04,True
German Shepherd,99.23,True
Malinois,0.49,True
Kelpie,0.09,True
Chihuahua,90.05,True
Toy Terrier,2.11,True
Miniature Pinscher,1.95,True
Seat Belt,74.77,False
Golden Retriever,10.57,True
Dingo,1.73,False
Golden Retriever,91.53,True
Saluki,4.62,True
Labrador Retriever,3.75,True
Pomeranian,46.73,True
Persian Cat,12.3,False
Chow,10.27,True
Leonberg,51.2,True
Keeshond,46.48,True
Pomeranian,0.78,True
Pembroke,70.95,True
Cardigan,28.72,True
Chow,0.06,True
Golden Retriever,92.93,True
Labrador Retriever,6.29,True
Saluki,0.22,True
Labrador Retriever,47.82,True
Schipperke,22.48,True
Staffordshire Bullterrier,7.74,True
Teddy,97.21,False
Toy Poodle,0.85,True
Chow,0.29,True
Great Pyrenees,39.21,True
Golden Retriever,19.84,True
Pekinese,14.33,True
Porcupine,97.8,False
Sea Urchin,0.61,False
Echidna,0.54,False
Miniature Pinscher,43.6,True
Black-And-Tan Coonhound,25.8,True
Rottweiler,14.52,True
Teddy,67.49,False
Cradle,5.67,False
Chow,5.61,True
Seat Belt,89.12,False
Eskimo Dog,2.75,True
Samoyed,1.95,True
Chow,9.03,True
Binoculars,8.35,False
Irish Setter,7.75,True
Malamute,75.78,True
Eskimo Dog,15.12,True
Siberian Husky,8.48,True
Miniature Poodle,74.48,True
Toy Poodle,24.32,True
Standard Poodle,1.09,True
Quilt,33.37,False
Siamese Cat,13.62,False
Three-Toed Sloth,11.75,False
Lakeland Terrier,26.57,True
Golden Retriever,19.64,True
Standard Poodle,13.35,True
Chow,31.43,True
Golden Retriever,30.04,True
Australian Terrier,4.95,True
Chihuahua,78.9,True
Miniature Pinscher,11.59,True
Toy Terrier,3.63,True
Norwegian Elkhound,87.71,True
Cairn,8.62,True
Keeshond,1.1,True
Cardigan,59.39,True
Shetland Sheepdog,13.06,True
Pembroke,10.08,True
Chesapeake Bay Retriever,24.06,True
Airedale,16.41,True
Boxer,13.45,True
Seat Belt,47.43,False
Golden Retriever,17.14,True
Labrador Retriever,11.06,True
Golden Retriever,56.07,True
Otterhound,19.95,True
Clumber,4.07,True
Irish Setter,57.46,True
Golden Retriever,33.93,True
Seat Belt,4.61,False
Malamute,84.09,True
Tibetan Mastiff,14.05,True
Eskimo Dog,1.2,True
Briard,50.44,True
Soft-Coated Wheaten Terrier,39.07,True
Lhasa,3.46,True
Pool Table,17.96,False
Dining Table,15.44,False
Microwave,3.37,False
Pembroke,43.81,True
Golden Retriever,22.7,True
Collie,7.07,True
Tennis Ball,99.47,False
Chesapeake Bay Retriever,0.35,True
Labrador Retriever,0.09,True
Mexican Hairless,88.78,True
Italian Greyhound,3.07,True
Seat Belt,2.67,False
Shetland Sheepdog,97.38,True
Collie,2.52,True
Border Collie,0.03,True
Padlock,73.16,False
Necklace,6.55,False
Chain,3.65,False
Chesapeake Bay Retriever,48.86,True
Sussex Spaniel,27.17,True
Kelpie,10.69,True
Siberian Husky,95.2,True
Eskimo Dog,3.53,True
Pembroke,0.89,True
Saint Bernard,99.51,True
Cardigan,0.3,True
English Springer,0.1,True
Golden Retriever,62.83,True
Labrador Retriever,31.74,True
Tibetan Mastiff,1.23,True
Great Dane,38.25,True
German Shepherd,31.2,True
Bull Mastiff,3.33,True
Vizsla,14.4,True
Mongoose,9.15,False
Hatchet,7.35,False
Golden Retriever,99.38,True
Cocker Spaniel,0.31,True
Great Pyrenees,0.09,True
Sundial,17.09,False
Cash Machine,6.04,False
Maze,5.5,False
Chihuahua,72.12,True
Toy Terrier,11.29,True
Kelpie,5.34,True
Cocker Spaniel,71.54,True
Labrador Retriever,20.71,True
Chihuahua,2.85,True
Staffordshire Bullterrier,35.14,True
Boxer,20.15,True
American Staffordshire Terrier,14.28,True
German Shepherd,51.57,True
Malinois,30.03,True
Kelpie,8.7,True
Airedale,78.61,True
Irish Terrier,12.15,True
Lakeland Terrier,1.46,True
Pembroke,84.84,True
Cardigan,10.81,True
Beagle,1.19,True
Collie,34.53,True
Borzoi,31.28,True
Border Collie,21.3,True
Boston Bull,32.21,True
Pug,22.99,True
Muzzle,10.14,False
German Shepherd,71.78,True
Malinois,11.12,True
Norwegian Elkhound,5.88,True
Clumber,94.67,True
Cocker Spaniel,1.59,True
Lhasa,0.65,True
Afghan Hound,12.35,True
Basset,11.97,True
Siberian Husky,10.87,True
Cocker Spaniel,25.34,True
Golden Retriever,16.29,True
Otterhound,11.09,True
Chow,99.98,True
Norwich Terrier,0.01,True
Pomeranian,0.0,True
Chihuahua,98.84,True
Mexican Hairless,0.42,True
Hog,0.15,False
Toy Poodle,51.66,True
Miniature Poodle,25.5,True
Standard Poodle,16.9,True
Labrador Retriever,88.48,True
Chesapeake Bay Retriever,5.76,True
Paintbrush,0.58,False
Samoyed,94.03,True
Pomeranian,5.55,True
Keeshond,0.22,True
Rottweiler,50.22,True
Black-And-Tan Coonhound,15.46,True
Bloodhound,13.52,True
Mousetrap,77.75,False
Black Widow,9.39,False
Paddlewheel,1.75,False
Web Site,99.99,False
Pug,0.01,True
Menu,0.0,False
Chow,52.0,True
Bath Towel,2.88,False
French Bulldog,2.6,True
Long-Horned Beetle,61.39,False
Ox,2.95,False
Rhinoceros Beetle,2.78,False
Web Site,98.94,False
Hand-Held Computer,0.21,False
Menu,0.21,False
Beagle,57.12,True
Chihuahua,17.53,True
Pembroke,3.43,True
Chow,31.66,True
Golden Retriever,24.19,True
Pomeranian,15.75,True
Toy Poodle,71.99,True
Miniature Poodle,25.15,True
Lakeland Terrier,0.7,True
Walker Hound,62.76,True
Basenji,12.87,True
Ibizan Hound,12.63,True
Eskimo Dog,59.6,True
Siberian Husky,22.31,True
Saluki,3.63,True
Giant Panda,45.11,False
Fur Coat,14.8,False
Pug,10.96,True
Pomeranian,55.43,True
Samoyed,43.22,True
Chow,0.32,True
Silky Terrier,32.43,True
Yorkshire Terrier,18.12,True
Airedale,13.34,True
Old English Sheepdog,96.93,True
Maltese Dog,1.32,True
Soft-Coated Wheaten Terrier,0.49,True
Norwegian Elkhound,37.22,True
Chesapeake Bay Retriever,13.72,True
Malamute,7.14,True
Shopping Cart,57.23,False
Labrador Retriever,15.14,True
Shopping Basket,10.71,False
Seat Belt,71.36,False
Miniature Pinscher,8.34,True
Brabancon Griffon,7.57,True
Blenheim Spaniel,42.78,True
Shih-Tzu,21.93,True
Welsh Springer Spaniel,14.46,True
Tabby,21.83,False
Norwegian Elkhound,13.85,True
Wombat,7.42,False
Basset,91.54,True
Walker Hound,7.24,True
Beagle,0.82,True
Newfoundland,57.43,True
Border Collie,12.84,True
Saint Bernard,5.95,True
Pembroke,36.79,True
Chihuahua,22.35,True
Pekinese,16.49,True
Golden Retriever,27.53,True
Irish Setter,10.1,True
Vizsla,7.35,True
Labrador Retriever,21.78,True
Beagle,15.77,True
Golden Retriever,12.77,True
Chihuahua,80.33,True
Toy Terrier,5.3,True
Italian Greyhound,3.72,True
Pembroke,54.18,True
Cardigan,26.05,True
Shetland Sheepdog,6.37,True
Papillon,53.32,True
Collie,19.2,True
Border Collie,12.16,True
Labrador Retriever,83.4,True
Golden Retriever,10.32,True
Soccer Ball,1.21,False
Collie,50.37,True
Border Collie,45.09,True
English Springer,1.27,True
Bathtub,36.87,False
Golden Retriever,29.74,True
Tub,20.17,False
Labrador Retriever,56.88,True
Pug,17.99,True
Staffordshire Bullterrier,3.44,True
Meerkat,20.23,False
Doormat,11.18,False
Macaque,8.89,False
Bernese Mountain Dog,78.78,True
Greater Swiss Mountain Dog,16.39,True
Entlebucher,2.03,True
Chow,97.95,True
Golden Retriever,1.02,True
Pomeranian,0.46,True
Madagascar Cat,49.48,False
Skunk,16.12,False
Paper Towel,9.16,False
Maillot,58.05,False
Maillot,8.14,False
Golden Retriever,5.36,True
Italian Greyhound,93.17,True
Mexican Hairless,3.89,True
Whippet,1.32,True
Boston Bull,41.5,True
American Staffordshire Terrier,28.7,True
Staffordshire Bullterrier,11.5,True
Miniature Pinscher,79.63,True
Chihuahua,15.54,True
Staffordshire Bullterrier,3.09,True
Pug,40.71,True
Muzzle,16.56,False
Kuvasz,4.58,True
Golden Retriever,16.65,True
Pekinese,14.82,True
Cocker Spaniel,8.27,True
Pomeranian,18.24,True
Golden Retriever,11.07,True
Mousetrap,8.64,False
Chow,72.02,True
Brabancon Griffon,5.84,True
Rottweiler,5.51,True
Basenji,18.33,True
Italian Greyhound,13.6,True
Whippet,6.01,True
Great Pyrenees,72.97,True
Golden Retriever,23.8,True
Labrador Retriever,2.09,True
Labrador Retriever,73.92,True
Chesapeake Bay Retriever,24.65,True
Kelpie,0.69,True
Lion,39.7,False
Ram,30.09,False
Cheetah,9.45,False
Coral Reef,32.77,False
Cliff,15.72,False
Lakeside,4.88,False
Vizsla,30.78,True
Fountain,14.22,False
Chesapeake Bay Retriever,11.39,True
Chow,48.32,True
Golden Retriever,16.51,True
Norfolk Terrier,6.02,True
Patio,70.87,False
Boathouse,11.01,False
Pier,3.95,False
Toy Poodle,87.38,True
Miniature Poodle,5.92,True
Irish Terrier,3.53,True
Beagle,45.17,True
Basset,19.75,True
Bloodhound,7.27,True
Doberman,94.84,True
Vizsla,1.5,True
Rhodesian Ridgeback,0.96,True
Keeshond,99.58,True
Pomeranian,0.39,True
Norwegian Elkhound,0.03,True
Toy Poodle,96.69,True
Miniature Poodle,1.64,True
Cocker Spaniel,1.02,True
Redbone,48.49,True
Beagle,43.75,True
Basset,1.06,True
Welsh Springer Spaniel,72.82,True
Basset,10.38,True
Brittany Spaniel,6.24,True
Golden Retriever,96.95,True
Labrador Retriever,2.17,True
Border Terrier,0.21,True
Beagle,99.33,True
Walker Hound,0.29,True
Basset,0.24,True
Pembroke,50.95,True
Cardigan,33.04,True
Shetland Sheepdog,3.89,True
Golden Retriever,82.95,True
Labrador Retriever,8.94,True
Kuvasz,1.7,True
Dalmatian,55.66,True
Whippet,15.1,True
American Staffordshire Terrier,9.64,True
Bernese Mountain Dog,79.21,True
Appenzeller,15.5,True
Entlebucher,3.84,True
German Shepherd,97.37,True
Malinois,2.59,True
Kelpie,0.02,True
Malamute,37.51,True
Jean,6.94,False
Keeshond,5.05,True
Miniature Poodle,35.47,True
Toy Poodle,33.86,True
Teddy,15.58,False
Seat Belt,68.58,False
Ice Bear,8.16,False
Chow,3.91,True
Kelpie,51.9,True
German Shepherd,29.61,True
Dingo,6.1,False
Samoyed,54.03,True
Standard Poodle,27.98,True
Toy Poodle,10.21,True
Chow,100.0,True
Tibetan Mastiff,0.0,True
Dhole,0.0,False
African Grey,27.05,False
Madagascar Cat,7.62,False
Television,3.33,False
Home Theater,6.32,False
Cash Machine,4.67,False
Theater Curtain,4.63,False
Labrador Retriever,47.56,True
Chesapeake Bay Retriever,8.29,True
Staffordshire Bullterrier,4.85,True
Paddle,39.31,False
Canoe,17.81,False
Lakeside,9.97,False
Gondola,31.89,False
Sea Lion,30.65,False
Pool Table,11.16,False
Gordon Setter,24.04,True
Saluki,22.43,True
Doberman,12.97,True
Norwegian Elkhound,82.29,True
Malinois,8.62,True
German Shepherd,6.33,True
Standard Poodle,66.09,True
Samoyed,31.49,True
Miniature Poodle,0.88,True
Cougar,30.65,False
French Bulldog,28.08,True
Boxer,5.45,True
Golden Retriever,73.52,True
Sussex Spaniel,6.49,True
Labrador Retriever,4.77,True
Blenheim Spaniel,11.4,True
Cocker Spaniel,10.58,True
Borzoi,7.39,True
Golden Retriever,76.05,True
Labrador Retriever,23.21,True
Redbone,0.29,True
Axolotl,13.27,False
Killer Whale,13.11,False
Sea Lion,6.97,False
Samoyed,98.8,True
Malamute,0.45,True
West Highland White Terrier,0.12,True
Old English Sheepdog,30.22,True
Lhasa,25.88,True
Briard,17.92,True
Radio Telescope,15.53,False
Dam,15.45,False
Crane,9.8,False
Balloon,91.75,False
Confectionery,4.93,False
Maraca,1.76,False
Labrador Retriever,32.46,True
Seat Belt,10.92,False
Pug,10.25,True
Sussex Spaniel,35.54,True
Vizsla,14.11,True
Otterhound,9.22,True
Golden Retriever,98.59,True
Labrador Retriever,0.19,True
Kuvasz,0.18,True
Golden Retriever,76.33,True
Chesapeake Bay Retriever,19.43,True
Labrador Retriever,1.22,True
Kuvasz,22.31,True
Bedlington Terrier,22.07,True
Teddy,18.13,False
Kuvasz,51.13,True
Golden Retriever,7.69,True
White Wolf,6.33,False
Shetland Sheepdog,12.9,True
Kelpie,11.75,True
Siberian Husky,10.67,True
Labrador Retriever,77.85,True
Bathing Cap,15.43,False
Golden Retriever,2.5,True
Barrow,97.4,False
Old English Sheepdog,2.38,True
Komondor,0.12,True
Chesapeake Bay Retriever,48.0,True
Vizsla,26.45,True
Weimaraner,12.18,True
Chesapeake Bay Retriever,84.85,True
Labrador Retriever,11.01,True
Curly-Coated Retriever,2.52,True
Pembroke,54.61,True
Cardigan,24.42,True
German Shepherd,10.04,True
Labrador Retriever,43.64,True
Chihuahua,11.4,True
American Staffordshire Terrier,9.97,True
Chesapeake Bay Retriever,70.3,True
Laptop,9.23,False
Notebook,3.27,False
Pembroke,98.76,True
Cardigan,1.21,True
Siamese Cat,0.01,False
Bookshop,79.43,False
Cardigan,5.13,True
Bernese Mountain Dog,2.66,True
Skunk,60.97,False
Old English Sheepdog,12.89,True
Siberian Husky,1.91,True
Seat Belt,42.52,False
Labrador Retriever,12.81,True
Siamese Cat,9.12,False
Bluetick,82.93,True
Beagle,14.54,True
Walker Hound,1.96,True
Doormat,84.53,False
Wallet,9.57,False
Wool,2.61,False
Seat Belt,52.39,False
Golden Retriever,8.78,True
Tibetan Mastiff,7.51,True
Labrador Retriever,78.71,True
Chesapeake Bay Retriever,11.27,True
Rottweiler,4.8,True
Italian Greyhound,91.47,True
Whippet,4.78,True
Ice Lolly,1.55,False
Golden Retriever,67.86,True
Labrador Retriever,7.26,True
Border Terrier,4.9,True
Golden Retriever,79.04,True
Cocker Spaniel,13.03,True
Labrador Retriever,6.46,True
Pembroke,29.48,True
Kelpie,28.23,True
Cardigan,11.26,True
Geyser,99.13,False
Volcano,0.47,False
Fountain,0.12,False
Golden Retriever,98.17,True
Cocker Spaniel,0.68,True
Labrador Retriever,0.43,True
Conch,92.56,False
French Bulldog,3.25,True
Tiger Cat,0.67,False
Airedale,60.3,True
Irish Terrier,8.7,True
Bloodhound,8.63,True
Pekinese,59.69,True
Maltese Dog,17.65,True
Great Pyrenees,2.68,True
Web Site,90.67,False
Printer,0.86,False
Carton,0.45,False
Labrador Retriever,70.9,True
Golden Retriever,11.43,True
Great Pyrenees,6.58,True
Golden Retriever,87.24,True
Labrador Retriever,10.0,True
Cocker Spaniel,0.61,True
Rotisserie,47.15,False
Cash Machine,25.08,False
Sliding Door,11.79,False
Tub,59.68,False
Bathtub,38.11,False
Shower Curtain,1.76,False
Beagle,85.85,True
Basset,7.6,True
English Foxhound,1.62,True
Chow,16.89,True
Norfolk Terrier,12.91,True
Pomeranian,12.08,True
Miniature Pinscher,45.61,True
Toy Terrier,15.31,True
Italian Greyhound,14.41,True
Balloon,26.8,False
Lakeside,8.58,False
Rapeseed,4.08,False
Whippet,16.38,True
Italian Greyhound,15.72,True
English Foxhound,14.3,True
Bluetick,36.01,True
Crutch,13.48,False
Tripod,9.82,False
Chow,19.48,True
Monitor,10.23,False
Siberian Husky,8.69,True
Pembroke,86.85,True
Cardigan,10.37,True
Shetland Sheepdog,1.81,True
German Shepherd,60.93,True
Malinois,35.25,True
Kelpie,1.61,True
German Shepherd,30.0,True
Eskimo Dog,27.84,True
Siberian Husky,17.85,True
Goose,33.93,False
English Setter,5.05,True
Basset,4.91,True
Swing,100.0,False
